state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage, previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,date
KS,5,9,106,7,100,13,2,22,7486,120,4123,120,34,23,46,120,1,25,0,117,0,22,498,120,9,23,28,120,32,23,184,120,2,23,7,117,741,120,0.550761421319797,120,4123,7486,0.038073908174692,23,34,893,0.018994413407821,23,34,1790,0.05,23,9,180,0.672064777327935,120,498,741,,0,118,0,109,4,108,4,109,4,108,4,109,14,110,13,110,3,120,0,24,0,25,0,25,0,25,0,25,0,25,1,25,0,25,0,25,2,22,129,22,0,0,0,0,6,120,13,120,0,25,0,25,37,0,25,120,161,117,301,117,0,117,0,103,0,105,0,117,1,117,50,117,80,117,12/23/2023 12:00:00 AM
ME,1,2,32,1,21,13,7,12,2902,35,2095,35,89,12,17,35,19,13,0,34,0,12,218,35,11,12,18,35,87,12,155,35,2,12,1,34,304,35,0.721915920055134,35,2095,2902,0.087426326129666,12,89,1018,0.068514241724403,12,89,1299,0.088,12,11,125,0.717105263157895,35,218,304,,0,34,0,33,0,33,1,33,1,33,2,33,5,33,8,32,0,35,0,13,0,13,1,13,0,13,1,13,5,13,5,13,7,14,0,13,0,3,0,0,0,0,0,0,5,35,5,35,0,5,0,5,14,1,5,35,67,34,96,34,0,34,0,32,0,32,0,34,0,34,11,34,14,34,12/23/2023 12:00:00 AM
TN,2,79,26,13,80,14,7,93,18752,107,13044,107,431,91,72,107,20,96,0,104,1,92,1451,107,51,91,46,107,421,91,411,107,10,91,10,104,2182,107,0.695605802047782,107,13044,18752,0.035669949515849,91,431,12083,0.02478150873965,91,431,17392,0.024390243902439,91,51,2091,0.664986251145738,107,1451,2182,,0,107,0,106,3,106,3,106,6,106,16,106,18,106,20,106,6,107,0,95,0,95,5,95,2,95,2,95,4,95,5,95,2,95,0,95,2,32,0,0,0,0,0,0,33,107,42,107,0,35,0,35,226,4,35,107,553,104,889,104,0,104,0,103,0,103,0,104,4,104,116,104,160,104,12/23/2023 12:00:00 AM
MT,3,27,30,4,52,4,1,11,2425,60,1441,60,20,7,12,60,6,31,1,59,0,6,121,60,1,7,4,60,18,7,45,60,2,7,1,59,211,60,0.594226804123711,60,1441,2425,0.043478260869565,7,20,460,0.027397260273973,7,20,730,0.010752688172043,7,1,93,0.57345971563981,60,121,211,,0,60,0,56,2,56,1,55,2,55,0,55,5,55,2,54,0,60,0,7,3,7,1,7,0,7,2,7,0,7,0,7,0,7,0,7,0,36,14,0,14,0,0,0,5,60,17,60,0,4,0,4,51,0,4,60,42,59,79,59,1,59,0,55,0,55,0,59,0,59,6,59,28,59,12/23/2023 12:00:00 AM
HI,0,4,17,3,13,5,3,12,2434,21,1775,21,40,11,6,21,5,12,4,21,3,12,149,21,4,11,4,21,36,11,39,21,4,11,2,21,217,21,0.729252259654889,21,1775,2434,0.029112081513828,11,40,1374,0.021505376344086,11,40,1860,0.023121387283237,11,4,173,0.686635944700461,21,149,217,,0,21,0,21,0,21,0,21,0,21,1,21,2,21,1,21,2,21,0,12,0,12,0,12,0,12,1,12,1,12,3,12,0,12,0,12,1,9,109,0,0,0,0,15,3,21,6,21,0,8,0,8,35,0,8,21,58,21,91,21,1,21,1,21,2,21,0,21,0,21,11,21,27,21,12/23/2023 12:00:00 AM
VT,1,0,13,1,11,2,0,2,1139,14,783,14,8,1,6,14,4,2,1,13,0,1,68,14,1,1,3,14,8,1,28,14,0,1,0,13,96,14,0.687445127304653,14,783,1139,0.019323671497585,1,8,414,0.015444015444015,1,8,518,0.023809523809524,1,1,42,0.708333333333333,14,68,96,,0,14,0,12,0,12,0,12,0,12,0,12,3,12,3,12,0,14,1,2,0,2,1,2,0,2,0,2,1,2,1,2,0,2,0,2,0,2,,,,,,,1,14,0,14,0,1,0,1,7,0,2,14,12,13,61,13,0,13,0,11,0,11,1,13,0,13,3,13,4,13,12/23/2023 12:00:00 AM
CT,0,1,31,1,14,17,0,1,7939,32,5467,32,286,25,36,32,0,26,0,31,6,25,562,32,23,25,25,32,236,25,247,32,50,25,6,31,762,32,0.688625771507747,32,5467,7939,0.060902896081772,25,286,4696,0.042158018867925,25,286,6784,0.03448275862069,25,23,667,0.73753280839895,32,562,762,,0,30,1,30,1,30,1,30,2,30,8,31,7,31,16,30,0,32,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,2,1032,0,947,0,0,0,10,32,13,32,0,1,0,1,77,0,1,32,239,31,466,31,0,31,0,29,0,28,0,31,1,31,36,31,39,31,12/23/2023 12:00:00 AM
PA,1,11,176,19,162,7,66,142,29323,188,21569,188,1327,143,195,188,226,149,5,182,24,143,2378,188,136,143,124,188,1264,143,1037,188,63,143,24,181,3206,188,0.735565938000887,188,21569,29323,0.072509698923556,143,1327,18301,0.053984784996542,143,1327,24581,0.048141592920354,143,136,2825,0.741734248284467,188,2378,3206,,0,187,5,181,4,181,7,181,15,181,41,181,44,182,76,182,3,188,1,149,9,149,14,149,15,149,21,149,54,149,50,149,61,149,1,149,0,12,0,0,0,0,0,0,47,188,113,187,0,12,0,12,366,1,12,187,1246,182,1581,182,2,182,0,175,3,175,0,181,5,181,361,182,397,182,12/23/2023 12:00:00 AM
AS,0,0,1,0,1,0,,0,150,1,71,1,,0,0,1,,0,0,1,,0,1,1,,0,0,1,,0,0,1,,0,0,1,7,1,0.473333333333333,1,71,150,,,,,,,,,,,,,0.142857142857143,1,1,7,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,1,0,1,,0,,0,0,,0,1,8,1,28,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,12/23/2023 12:00:00 AM
NY,0,31,138,0,142,27,58,45,43808,169,33610,169,960,43,311,169,27,52,9,161,1,44,3295,169,99,45,189,169,921,43,1955,169,39,45,44,161,4523,169,0.767211468224982,169,33610,43808,0.066601914805051,43,960,14414,0.051646223369916,43,960,18588,0.051162790697674,45,99,1935,0.728498783992925,169,3295,4523,,2,165,11,163,8,160,21,160,34,160,55,162,69,161,110,160,1,168,0,52,0,51,3,51,0,51,3,51,9,51,5,51,7,51,0,52,9,30,120,0,56,0,0,0,90,169,122,169,0,26,2,27,595,25,27,169,1517,161,2280,161,5,161,2,151,0,152,2,161,14,161,279,161,453,161,12/23/2023 12:00:00 AM
VI,1,0,0,1,0,0,0,1,56,1,42,1,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,6,1,0.75,1,42,56,0,1,0,42,0,1,0,56,0,1,0,6,0.333333333333333,1,2,6,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,0,1,0,1,0,1,0,1,0,0,1,1,0,1,8,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,12/23/2023 12:00:00 AM
KY,2,8,92,7,78,17,2,29,11807,102,8423,102,92,28,62,102,0,31,8,100,0,29,1008,102,21,28,60,102,92,28,404,102,0,28,12,100,1308,102,0.713390361649869,102,8423,11807,0.051054384017758,28,92,1802,0.037938144329897,28,92,2425,0.065625,28,21,320,0.770642201834862,102,1008,1308,,0,97,0,84,1,84,2,84,6,85,9,85,16,86,25,89,3,101,0,31,0,29,0,29,0,17,0,29,0,29,0,29,0,29,0,32,0,18,11,0,34,0,0,0,15,102,33,102,0,17,0,17,87,0,17,102,411,100,515,100,4,100,3,82,1,83,0,100,1,100,58,100,74,100,12/23/2023 12:00:00 AM
WA,0,15,79,0,17,77,7,89,10497,93,8907,94,306,88,49,94,5,92,0,92,0,15,820,94,32,89,36,94,321,89,332,94,3,88,3,92,1043,93,0.844908068972087,93,8869,10497,0.036195883605394,88,306,8454,0.030759951749095,87,306,9948,0.031527093596059,88,32,1015,0.786193672099712,93,820,1043,,0,94,3,94,2,94,1,94,5,94,9,94,7,94,22,94,0,94,0,18,0,18,1,18,0,18,1,18,1,18,0,18,2,18,0,18,2,15,0,0,0,0,0,0,10,94,14,94,0,15,0,15,131,1,89,94,357,92,519,91,0,92,0,92,0,92,0,92,1,92,71,92,87,91,12/23/2023 12:00:00 AM
IN,6,65,58,7,115,7,0,46,15237,129,10525,129,150,32,131,129,3,62,5,127,0,32,1336,129,20,32,82,129,140,32,560,129,10,32,11,127,2035,129,0.690752772855549,129,10525,15237,0.046511627906977,32,150,3225,0.030972537683254,32,150,4843,0.031446540880503,32,20,636,0.656511056511056,129,1336,2035,,0,128,2,122,4,122,3,121,10,122,24,121,36,121,41,122,11,129,0,37,0,37,1,37,0,37,0,37,0,37,1,37,1,37,0,38,0,55,302,559,619,0,0,0,23,129,60,129,0,68,1,69,136,0,69,129,416,127,796,127,1,127,1,119,2,119,1,127,4,127,90,127,191,127,12/23/2023 12:00:00 AM
NH,0,0,26,0,3,23,1,8,2515,26,2031,26,32,8,27,26,4,23,1,26,0,8,167,26,7,8,12,26,99,23,102,26,1,8,1,26,239,26,0.807554671968191,26,2031,2515,0.041994750656168,8,32,762,0.034744842562432,8,32,921,0.0625,8,7,112,0.698744769874477,26,167,239,,0,26,0,26,1,26,1,26,4,26,9,26,4,26,8,26,0,26,1,8,1,8,0,8,0,8,1,8,1,8,0,8,0,8,0,8,0,3,,,,,,,1,26,4,26,0,3,0,3,29,0,3,26,25,26,67,26,0,26,1,26,0,26,0,26,0,26,4,26,8,26,12/23/2023 12:00:00 AM
GA,3,18,96,3,102,12,0,30,15338,117,11803,117,298,31,90,117,55,34,1,114,139,31,1371,117,34,30,69,117,146,31,380,117,152,31,17,114,1770,117,0.769526665797366,117,11803,15338,0.068742791234141,31,298,4335,0.054359722728931,31,298,5482,0.05037037037037,30,34,675,0.774576271186441,117,1371,1770,,1,117,4,113,3,113,8,112,13,113,16,112,21,113,22,113,2,117,0,34,1,33,1,33,6,33,7,33,12,33,14,33,14,33,0,34,0,28,33,0,32,0,0,0,159,117,86,117,0,25,0,25,390,3,24,117,918,114,1316,114,0,114,1,110,0,109,0,114,9,114,295,114,377,114,12/23/2023 12:00:00 AM
SD,0,0,62,0,52,10,0,7,2207,62,1369,62,20,8,17,62,0,12,0,59,0,9,115,62,1,8,8,62,17,8,78,62,3,8,3,59,230,62,0.620299048482102,62,1369,2207,0.046838407494145,8,20,427,0.037174721189591,8,20,538,0.011764705882353,8,1,85,0.5,62,115,230,,0,60,0,50,1,50,1,50,0,50,5,51,4,51,6,52,0,62,0,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,12,,0,157,,66,0,,0,1,62,7,62,,0,,0,18,,0,62,78,59,144,59,0,59,0,47,0,47,0,59,1,59,9,59,22,59,12/23/2023 12:00:00 AM
PR,0,0,58,0,4,54,0,1,8070,58,5264,58,72,54,22,58,1,2,2,57,0,1,446,58,8,54,11,58,65,54,76,58,7,54,6,57,654,58,0.652292441140025,58,5264,8070,0.015361638574781,54,72,4687,0.00997091815538,54,72,7221,0.013864818024263,54,8,577,0.681957186544342,58,446,654,,1,58,1,58,0,58,1,58,2,58,5,58,5,58,7,58,0,58,0,2,0,2,0,2,0,2,0,2,0,2,1,2,0,2,0,2,0,2,,,,,,,5,58,13,58,0,2,0,2,53,0,2,58,465,57,1059,57,2,57,0,57,0,57,0,57,1,57,17,57,82,57,12/23/2023 12:00:00 AM
MS,0,4,95,1,88,10,0,18,7473,99,4616,99,8,15,27,99,0,49,4,97,0,15,532,99,2,15,20,99,8,15,102,97,0,15,13,97,689,99,0.617690351933628,99,4616,7473,0.006106870229008,15,8,1310,0.003085229463941,15,8,2593,0.012121212121212,15,2,165,0.772133526850508,99,532,689,,0,99,1,95,0,95,1,95,2,95,7,95,11,95,5,95,0,99,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,18,0,17,0,30,37,0,0,0,15,99,27,99,0,13,0,14,128,4,14,99,161,97,303,97,3,97,0,93,1,93,0,96,2,97,38,97,50,97,12/23/2023 12:00:00 AM
MI,29,106,18,30,119,4,1,24,21018,153,15655,153,142,24,145,153,2,139,9,149,0,24,1762,153,17,24,93,153,112,24,861,153,2,24,30,149,2259,153,0.744837758112094,153,15655,21018,0.050390347764372,24,142,2818,0.038787216607484,24,142,3661,0.035416666666667,24,17,480,0.779991146525011,153,1762,2259,,0,153,4,153,8,153,3,153,13,153,32,153,34,153,42,153,9,153,0,28,1,28,0,28,0,28,0,28,0,28,1,29,0,28,0,31,6,135,750,961,401,0,0,0,28,153,45,153,0,24,0,24,283,0,24,153,667,149,930,149,7,149,1,149,1,149,0,149,8,149,135,149,163,149,12/23/2023 12:00:00 AM
DC,0,0,11,0,9,2,1,1,2934,11,2234,11,10,1,9,11,6,10,2,10,0,1,273,11,0,1,9,11,10,1,77,11,0,1,4,10,317,11,0.761417859577369,11,2234,2934,0.059171597633136,1,10,169,0.035211267605634,1,10,284,0,1,0,17,0.861198738170347,11,273,317,,0,11,0,11,0,11,0,11,1,11,3,11,2,11,2,11,1,11,0,2,0,2,1,2,0,2,1,2,2,2,0,2,2,2,0,3,0,6,0,0,0,0,0,0,7,11,5,11,0,1,0,1,22,0,1,11,219,10,360,10,1,10,0,10,1,10,0,10,2,10,52,10,77,10,12/23/2023 12:00:00 AM
OH,2,23,144,4,126,39,36,29,24140,169,16157,169,327,43,190,169,11,46,12,165,2,40,1946,169,50,43,133,169,326,43,814,169,32,44,54,165,2965,169,0.66930405965203,169,16157,24140,0.06794099314357,43,327,4813,0.048123620309051,43,327,6795,0.045829514207149,43,50,1091,0.656323777403035,169,1946,2965,,0,169,0,168,8,169,5,167,14,168,34,169,55,169,70,169,4,168,0,46,1,46,2,46,1,46,1,46,1,46,2,46,3,46,0,46,0,24,74,0,207,0,0,0,34,169,64,169,0,25,0,23,230,3,25,169,1146,165,1811,165,10,165,0,165,2,165,0,152,10,165,214,165,370,165,12/23/2023 12:00:00 AM
NE,0,6,85,4,76,11,0,6,4482,91,2820,91,25,3,40,91,6,40,1,90,0,5,278,91,3,3,22,91,25,3,159,91,0,3,5,90,438,91,0.629183400267738,91,2820,4482,0.060827250608273,3,25,411,0.041186161449753,3,25,607,0.06,3,3,50,0.634703196347032,91,278,438,,0,90,1,85,2,85,1,85,2,85,10,85,11,86,13,86,0,91,0,6,0,6,1,6,0,6,0,6,0,6,3,6,2,6,0,6,0,5,107,0,19,0,0,0,2,91,3,91,0,2,0,2,16,0,2,91,213,90,314,90,1,90,0,84,0,83,0,90,0,90,61,90,73,90,12/23/2023 12:00:00 AM
WI,10,79,51,11,91,38,1,19,11485,140,8124,140,99,19,115,140,25,104,3,137,4,19,851,140,8,19,49,140,98,19,428,140,1,19,12,137,1190,140,0.707357422725294,140,8124,11485,0.09016393442623,19,99,1098,0.057126370455857,19,99,1733,0.051612903225806,19,8,155,0.715126050420168,140,851,1190,,0,139,4,139,6,140,7,139,9,139,19,138,29,140,32,140,9,140,0,22,1,22,3,22,1,22,2,22,7,22,7,22,4,22,0,23,0,21,,,,,,,27,140,41,140,0,19,0,19,139,1,19,140,395,137,556,137,1,137,0,136,1,136,1,137,3,137,100,137,123,137,12/23/2023 12:00:00 AM
LA,0,19,124,2,126,15,3,27,12234,143,8039,143,125,18,40,143,23,21,0,140,10,18,1101,143,16,18,30,143,108,19,181,143,18,18,57,140,1439,143,0.657103155141409,143,8039,12234,0.069483046136743,18,125,1799,0.045637093829865,18,125,2739,0.038004750593824,18,16,421,0.765114662960389,143,1101,1439,,0,143,2,141,1,141,1,140,4,140,8,140,10,139,13,140,1,143,0,21,2,21,4,21,1,21,2,21,7,21,5,21,2,21,0,21,0,24,31,0,9,0,0,0,67,143,45,143,0,20,0,20,200,1,20,143,478,140,762,140,0,140,0,137,0,138,0,140,4,140,152,140,213,140,12/23/2023 12:00:00 AM
AZ,0,10,73,1,53,29,1,41,14017,83,10791,83,462,49,66,83,137,52,2,80,7,49,1021,83,248,49,50,83,454,49,337,83,45,49,27,80,1522,83,0.769850895341371,83,10791,14017,0.063097514340344,49,462,7322,0.048966613672496,49,462,9435,0.226898444647758,49,248,1093,0.670827858081472,83,1021,1522,,0,83,1,81,1,81,5,81,2,81,18,81,17,81,22,81,0,82,0,52,9,52,5,52,14,52,23,52,21,52,39,52,26,52,0,53,0,10,0,0,0,0,0,0,59,83,164,83,0,10,0,10,470,1,10,83,749,80,986,80,1,80,0,78,1,78,0,79,3,80,203,80,299,80,12/23/2023 12:00:00 AM
VA,9,30,55,11,48,35,23,61,16779,94,11180,94,531,60,107,94,148,63,3,91,15,60,1225,94,76,60,82,94,555,64,614,94,6,60,11,91,1874,94,0.666309076822218,94,11180,16779,0.064898557809826,60,531,8182,0.043449799525407,60,531,12221,0.051700680272109,60,76,1470,0.653681963713981,94,1225,1874,,0,93,3,93,4,93,4,93,8,93,15,93,32,93,41,94,0,94,1,63,7,63,6,63,7,63,22,63,26,63,42,63,36,63,1,63,4,61,590,1428,49,96,0,133,46,94,61,94,0,60,0,60,322,7,60,94,683,91,953,91,1,91,0,87,0,87,2,88,3,91,151,91,191,91,12/23/2023 12:00:00 AM
IL,2,46,123,3,130,38,11,66,27240,171,18545,171,530,66,174,171,93,77,12,166,6,69,1937,171,53,66,117,171,466,66,1049,171,40,67,35,166,3017,171,0.680800293685756,171,18545,27240,0.068062154873507,66,530,7787,0.04609898234322,66,530,11497,0.041963578780681,66,53,1263,0.642028505137554,171,1937,3017,,1,168,5,158,6,158,11,159,12,159,25,158,45,159,65,160,4,170,2,75,1,72,4,72,9,72,5,72,21,72,18,72,32,72,1,75,0,62,344,1114,93,9,0,0,46,171,74,171,0,50,0,50,328,7,51,171,1034,166,1361,166,6,165,1,152,5,154,0,164,10,166,428,166,568,166,12/23/2023 12:00:00 AM
